,filename,label,split
0,aagfhgtpmv.mp4,FAKE,train
1,aapnvogymq.mp4,FAKE,train
2,abarnvbtwb.mp4,REAL,train
3,abofeumbvv.mp4,FAKE,train
4,abqwwspghj.mp4,FAKE,train
5,acifjvzvpm.mp4,FAKE,train
6,acqfdwsrhi.mp4,FAKE,train
7,acxnxvbsxk.mp4,FAKE,train
8,acxwigylke.mp4,FAKE,train
9,aczrgyricp.mp4,FAKE,train
10,adhsbajydo.mp4,FAKE,train
11,adohikbdaz.mp4,FAKE,train
12,adylbeequz.mp4,FAKE,train
13,aelfnikyqj.mp4,REAL,train
14,aelzhcnwgf.mp4,FAKE,train
15,aettqgevhz.mp4,FAKE,train
16,aevrfsexku.mp4,FAKE,train
17,afoovlsmtx.mp4,REAL,train
18,agdkmztvby.mp4,FAKE,train
19,agqphdxmwt.mp4,FAKE,train
20,agrmhtjdlk.mp4,REAL,train
21,ahbweevwpv.mp4,FAKE,train
22,ahdbuwqxit.mp4,FAKE,train
23,ahfazfbntc.mp4,FAKE,train
24,ahqqqilsxt.mp4,REAL,train
25,aipfdnwpoo.mp4,FAKE,train
26,ajqslcypsw.mp4,REAL,train
27,ajwpjhrbcv.mp4,FAKE,train
28,aklqzsddfl.mp4,FAKE,train
29,aknbdpmgua.mp4,FAKE,train
30,aknmpoonls.mp4,FAKE,train
31,akvmwkdyuv.mp4,FAKE,train
32,akxoopqjqz.mp4,FAKE,train
33,akzbnazxtz.mp4,FAKE,train
34,aladcziidp.mp4,FAKE,train
35,alaijyygdv.mp4,FAKE,train
36,alninxcyhg.mp4,FAKE,train
37,altziddtxi.mp4,FAKE,train
38,alvgwypubw.mp4,FAKE,train
39,amaivqofda.mp4,FAKE,train
40,amowujxmzc.mp4,FAKE,train
41,andaxzscny.mp4,FAKE,train
42,aneclqfpbt.mp4,FAKE,train
43,anpuvshzoo.mp4,REAL,train
44,aorjvbyxhw.mp4,FAKE,train
45,apatcsqejh.mp4,FAKE,train
46,apgjqzkoma.mp4,FAKE,train
47,apogckdfrz.mp4,FAKE,train
48,aqpnvjhuzw.mp4,FAKE,train
49,arkroixhey.mp4,FAKE,train
50,arlmiizoob.mp4,FAKE,train
51,arrhsnjqku.mp4,FAKE,train
52,asaxgevnnp.mp4,REAL,train
53,asdpeebotb.mp4,FAKE,train
54,aslsvlvpth.mp4,FAKE,train
55,asmpfjfzif.mp4,FAKE,train
56,asvcrfdpnq.mp4,FAKE,train
57,atkdltyyen.mp4,REAL,train
58,atvmxvwyns.mp4,REAL,train
59,atxvxouljq.mp4,FAKE,train
60,atyntldecu.mp4,FAKE,train
61,atzdznmder.mp4,FAKE,train
62,aufmsmnoye.mp4,FAKE,train
63,augtsuxpzc.mp4,FAKE,train
64,avfitoutyn.mp4,FAKE,train
65,avgiuextiz.mp4,FAKE,train
66,avibnnhwhp.mp4,FAKE,train
67,avmjormvsx.mp4,REAL,train
68,avnqydkqjj.mp4,FAKE,train
69,avssvvsdhz.mp4,FAKE,train
70,avtycwsgyb.mp4,FAKE,train
71,avvdgsennp.mp4,FAKE,train
72,avywawptfc.mp4,FAKE,train
73,awhmfnnjih.mp4,FAKE,train
74,awnwkrqibf.mp4,FAKE,train
75,awukslzjra.mp4,FAKE,train
76,axczxisdtb.mp4,FAKE,train
77,axntxmycwd.mp4,REAL,train
78,axoygtekut.mp4,FAKE,train
79,axwgcsyphv.mp4,FAKE,train
80,axwovszumc.mp4,FAKE,train
81,aybgughjxh.mp4,REAL,train
82,aybumesmpk.mp4,REAL,train
83,ayqvfdhslr.mp4,FAKE,train
84,aytzyidmgs.mp4,REAL,train
85,azpuxunqyo.mp4,FAKE,train
86,azsmewqghg.mp4,FAKE,train
87,bahdpoesir.mp4,FAKE,train
88,bbhpvrmbse.mp4,FAKE,train
89,bbhtdfuqxq.mp4,FAKE,train
90,bbvgxeczei.mp4,FAKE,train
91,bchnbulevv.mp4,FAKE,train
92,bctvsmddgq.mp4,FAKE,train
93,bdbhekrrwo.mp4,FAKE,train
94,bddjdhzfze.mp4,REAL,train
95,bdgipnyobr.mp4,FAKE,train
96,bdnaqemxmr.mp4,REAL,train
97,bdxuhamuqx.mp4,FAKE,train
98,beboztfcme.mp4,REAL,train
99,bejhvclboh.mp4,REAL,train
100,benmsfzfaz.mp4,FAKE,train
101,beyebyhrph.mp4,REAL,train
102,bffwsjxghk.mp4,REAL,train
103,bgaogsjehq.mp4,FAKE,train
104,bggsurpgpr.mp4,FAKE,train
105,bghphrsfxf.mp4,FAKE,train
106,bgmlwsoamc.mp4,FAKE,train
107,bguwlyazau.mp4,FAKE,train
108,bgvhtpzknn.mp4,REAL,train
109,bgwmmujlmc.mp4,REAL,train
110,bhaaboftbc.mp4,FAKE,train
111,bhbdugnurr.mp4,FAKE,train
112,bhpwpydzpo.mp4,FAKE,train
113,bhsluedavd.mp4,FAKE,train
114,bilnggbxgu.mp4,REAL,train
115,bjjbwsqjir.mp4,FAKE,train
116,bjkmjilrxp.mp4,FAKE,train
117,bjsmaqefoi.mp4,FAKE,train
118,bkmdzhfzfh.mp4,FAKE,train
119,bkvetcojbt.mp4,FAKE,train
120,bkwxhglwct.mp4,FAKE,train
121,blpchvmhxx.mp4,FAKE,train
122,blzydqdfem.mp4,FAKE,train
123,bmbbkwmxqj.mp4,FAKE,train
124,bmehkyanbj.mp4,FAKE,train
125,bmhvktyiwp.mp4,FAKE,train
126,bmioepcpsx.mp4,FAKE,train
127,bmjmjmbglm.mp4,FAKE,train
128,bmjzrlszhi.mp4,REAL,train
129,bnbuonyoje.mp4,FAKE,train
130,bndybcqhfr.mp4,FAKE,train
131,bnjcdrfuov.mp4,FAKE,train
132,bntlodcfeg.mp4,FAKE,train
133,bofqajtwve.mp4,FAKE,train
134,boovltmuwi.mp4,FAKE,train
135,bopqhhalml.mp4,FAKE,train
136,bourlmzsio.mp4,FAKE,train
137,bpapbctoao.mp4,REAL,train
138,bpwzipqtxf.mp4,FAKE,train
139,bpxckdzddv.mp4,FAKE,train
140,bqdjzqhcft.mp4,FAKE,train
141,bqeiblbxtl.mp4,FAKE,train
142,bqhtpqmmqp.mp4,FAKE,train
143,bqkdbcqjvb.mp4,FAKE,train
144,bqnymlsayl.mp4,FAKE,train
145,bqqpbzjgup.mp4,FAKE,train
146,bqtuuwzdtr.mp4,FAKE,train
147,brhalypwoo.mp4,FAKE,train
148,brvqtabyxj.mp4,FAKE,train
149,brwrlczjvi.mp4,REAL,train
150,bseamdrpbj.mp4,FAKE,train
151,bsfmwclnqy.mp4,FAKE,train
152,bsqgziaylx.mp4,FAKE,train
153,btiysiskpf.mp4,FAKE,train
154,btjlfpzbdu.mp4,FAKE,train
155,btjwbtsgln.mp4,FAKE,train
156,btmsngnqhv.mp4,FAKE,train
157,btohlidmru.mp4,FAKE,train
158,btugrnoton.mp4,FAKE,train
159,btunxncpjh.mp4,FAKE,train
160,btxlttbpkj.mp4,FAKE,train
161,bulkxhhknf.mp4,REAL,train
162,bvgwelbeof.mp4,FAKE,train
163,bvzjkezkms.mp4,FAKE,train
164,bweezhfpzp.mp4,FAKE,train
165,bwhlgysghg.mp4,REAL,train
166,bwipwzzxxu.mp4,REAL,train
167,bwuwstvsbw.mp4,FAKE,train
168,bxzakyopjf.mp4,REAL,train
169,bydaidkpdp.mp4,FAKE,train
170,byfenovjnf.mp4,FAKE,train
171,byijojkdba.mp4,FAKE,train
172,byofowlkki.mp4,FAKE,train
173,byqzyxifza.mp4,FAKE,train
174,byunigvnay.mp4,FAKE,train
175,byyqectxqa.mp4,FAKE,train
176,bzmdrafeex.mp4,FAKE,train
177,bzythlfnhq.mp4,REAL,train
178,caifxvsozs.mp4,REAL,train
179,caqbrkogkb.mp4,FAKE,train
180,cbbibzcoih.mp4,FAKE,train
181,cbltdtxglo.mp4,FAKE,train
182,ccfoszqabv.mp4,REAL,train
183,ccmonzqfrz.mp4,FAKE,train
184,cdaxixbosp.mp4,FAKE,train
185,cdbsbdymzd.mp4,FAKE,train
186,cdphtzqrvp.mp4,FAKE,train
187,cdyakrxkia.mp4,FAKE,train
188,cepxysienc.mp4,FAKE,train
189,cettndmvzl.mp4,FAKE,train
190,ceymbecxnj.mp4,FAKE,train
191,cferslmfwh.mp4,FAKE,train
192,cffffbcywc.mp4,FAKE,train
193,cfxkpiweqt.mp4,REAL,train
194,cfyduhpbps.mp4,FAKE,train
195,cglxirfaey.mp4,FAKE,train
196,cgvrgibpfo.mp4,FAKE,train
197,chtapglbcj.mp4,REAL,train
198,chviwxsfhg.mp4,REAL,train
199,chzieimrwu.mp4,FAKE,train
200,ciyoudyhly.mp4,REAL,train
201,cizlkenljw.mp4,REAL,train
202,ckbdwedgmc.mp4,FAKE,train
203,ckjaibzfxa.mp4,REAL,train
204,ckkuyewywx.mp4,REAL,train
205,cknyxaqouy.mp4,FAKE,train
206,cksanfsjhc.mp4,FAKE,train
207,clihsshdkq.mp4,FAKE,train
208,clrycekyst.mp4,REAL,train
209,cmbzllswnl.mp4,REAL,train
210,cmxcfkrjiv.mp4,FAKE,train
211,cnilkgvfei.mp4,FAKE,train
212,coadfnerlk.mp4,FAKE,train
213,cobjrlugvp.mp4,REAL,train
214,covdcysmbi.mp4,FAKE,train
215,cpjxareypw.mp4,REAL,train
216,cppdvdejkc.mp4,REAL,train
217,cprhtltsjp.mp4,REAL,train
218,cqfugiqupm.mp4,FAKE,train
219,cqhngvpgyi.mp4,FAKE,train
220,cqrskwiqng.mp4,FAKE,train
221,crezycjqyk.mp4,REAL,train
222,crktehraph.mp4,FAKE,train
223,crzfebnfgb.mp4,FAKE,train
224,cthdnahrkh.mp4,FAKE,train
225,ctpqeykqdp.mp4,FAKE,train
226,cttqtsjvgn.mp4,FAKE,train
227,ctzmavwror.mp4,FAKE,train
228,curpwogllm.mp4,FAKE,train
229,cuzrgrbvil.mp4,FAKE,train
230,cvaksbpssm.mp4,FAKE,train
231,cwbacdwrzo.mp4,FAKE,train
232,cwqlvzefpg.mp4,FAKE,train
233,cwrtyzndpx.mp4,FAKE,train
234,cwsbspfzck.mp4,FAKE,train
235,cwwandrkus.mp4,FAKE,train
236,cxfujlvsuw.mp4,FAKE,train
237,cxrfacemmq.mp4,FAKE,train
238,cxttmymlbn.mp4,FAKE,train
239,cyboodqqyr.mp4,FAKE,train
240,cycacemkmt.mp4,FAKE,train
241,cyclgfjdrv.mp4,FAKE,train
242,cyxlcuyznd.mp4,REAL,train
243,czfunozvwp.mp4,FAKE,train
244,czkdanyadc.mp4,FAKE,train
245,czmqpxrqoh.mp4,FAKE,train
246,dafhtipaml.mp4,FAKE,train
247,dakiztgtnw.mp4,REAL,train
248,dakqwktlbi.mp4,FAKE,train
249,dbhoxkblzx.mp4,FAKE,train
250,dbhrpizyeq.mp4,FAKE,train
251,dbnygxtwek.mp4,REAL,train
252,dboxtiehng.mp4,FAKE,train
253,dbtbbhakdv.mp4,REAL,train
254,dbzcqmxzaj.mp4,FAKE,train
255,dbzpcjntve.mp4,FAKE,train
256,dcamvmuors.mp4,FAKE,train
257,dcuiiorugd.mp4,FAKE,train
258,ddepeddixj.mp4,REAL,train
259,ddhfabwpuz.mp4,FAKE,train
260,ddjggcasdw.mp4,FAKE,train
261,ddpvuimigj.mp4,FAKE,train
262,ddqccgmtka.mp4,FAKE,train
263,degpbqvcay.mp4,FAKE,train
264,deywhkarol.mp4,FAKE,train
265,deyyistcrd.mp4,FAKE,train
266,dfbpceeaox.mp4,FAKE,train
267,dgmevclvzy.mp4,FAKE,train
268,dgxrqjdomn.mp4,FAKE,train
269,dgzklxjmix.mp4,FAKE,train
270,dhcndnuwta.mp4,REAL,train
271,dhcselezer.mp4,FAKE,train
272,dhevettufk.mp4,FAKE,train
273,dhjmzhrcav.mp4,FAKE,train
274,dhkwmjxwrn.mp4,FAKE,train
275,dhoqofwoxa.mp4,FAKE,train
276,dhxctgyoqj.mp4,REAL,train
277,diomeixhrg.mp4,FAKE,train
278,diopzaywor.mp4,FAKE,train
279,diqraixiov.mp4,FAKE,train
280,diuzrpqjli.mp4,FAKE,train
281,djvtbgwdcc.mp4,FAKE,train
282,djvutyvaio.mp4,FAKE,train
283,djxdyjopjd.mp4,REAL,train
284,dkdwxmtpuo.mp4,FAKE,train
285,dkhlttuvmx.mp4,FAKE,train
286,dkrvorliqc.mp4,FAKE,train
287,dkuayagnmc.mp4,REAL,train
288,dkwjwbwgey.mp4,FAKE,train
289,dkzvdrzcnr.mp4,REAL,train
290,dlpoieqvfb.mp4,REAL,train
291,dlrsbscitn.mp4,FAKE,train
292,dnexlwbcxq.mp4,FAKE,train
293,dnhvalzvrt.mp4,FAKE,train
294,dntkzzzcdh.mp4,FAKE,train
295,dnyvfblxpm.mp4,FAKE,train
296,doanjploai.mp4,FAKE,train
297,dofusvhnib.mp4,FAKE,train
298,dozyddhild.mp4,FAKE,train
299,dptbnjnkdg.mp4,FAKE,train
300,dptrzdvwpg.mp4,FAKE,train
301,dqnyszdong.mp4,FAKE,train
302,dqppxmoqdl.mp4,FAKE,train
303,dqqtjcryjv.mp4,FAKE,train
304,dqswpjoepo.mp4,FAKE,train
305,dqzreruvje.mp4,FAKE,train
306,drcyabprvt.mp4,REAL,train
307,drgjzlxzxj.mp4,FAKE,train
308,drsakwyvqv.mp4,FAKE,train
309,drtbksnpol.mp4,FAKE,train
310,dsdoseflas.mp4,FAKE,train
311,dsgpbgsrdm.mp4,FAKE,train
312,dsjbknkujw.mp4,REAL,train
313,dsndhujjjb.mp4,FAKE,train
314,dtbpmdqvao.mp4,FAKE,train
315,dtocdfbwca.mp4,FAKE,train
316,dubiroskqn.mp4,FAKE,train
317,dulanfulol.mp4,FAKE,train
318,duvyaxbzvp.mp4,FAKE,train
319,duycddgtrl.mp4,REAL,train
320,duzuusuajr.mp4,FAKE,train
321,dvakowbgbt.mp4,FAKE,train
322,dvumqqhoac.mp4,FAKE,train
323,dwediigjit.mp4,FAKE,train
324,dxbqjxrhin.mp4,REAL,train
325,dxuliowugt.mp4,FAKE,train
326,dxuplhwvig.mp4,FAKE,train
327,dzieklokdr.mp4,FAKE,train
328,dzqwgqewhu.mp4,FAKE,train
329,dzvyfiarrq.mp4,FAKE,train
330,dzwkmcwkwl.mp4,FAKE,train
331,dzyuwjkjui.mp4,REAL,train
332,eahlqmfvtj.mp4,FAKE,train
333,eajlrktemq.mp4,FAKE,train
334,ebchwmwayp.mp4,FAKE,train
335,ebebgmtlcu.mp4,FAKE,train
336,ebeknhudxq.mp4,FAKE,train
337,ebkzwjgjhq.mp4,FAKE,train
338,ebywfrmhtd.mp4,FAKE,train
339,eckvhdusax.mp4,REAL,train
340,ecnihjlfyt.mp4,FAKE,train
341,ecujsjhscd.mp4,REAL,train
342,ecuvtoltue.mp4,FAKE,train
343,ecwaxgutkc.mp4,FAKE,train
344,eczrseixwq.mp4,FAKE,train
345,edyncaijwx.mp4,REAL,train
346,eebrkicpry.mp4,FAKE,train
347,eebserckhh.mp4,FAKE,train
348,eejswgycjc.mp4,FAKE,train
349,eekozbeafq.mp4,FAKE,train
350,eepezmygaq.mp4,FAKE,train
351,eeyhxisdfh.mp4,FAKE,train
352,efdyrflcpg.mp4,FAKE,train
353,efwfxwwlbw.mp4,REAL,train
354,egbbcxcuqy.mp4,FAKE,train
355,eggbjzxnmg.mp4,REAL,train
356,egghxjjmfg.mp4,REAL,train
357,ehbnclaukr.mp4,FAKE,train
358,ehccixxzoe.mp4,REAL,train
359,ehdkmxgtxh.mp4,FAKE,train
360,ehevsxtecd.mp4,FAKE,train
361,ehfiekigla.mp4,FAKE,train
362,ehieahnhte.mp4,FAKE,train
363,ehtdtkmmli.mp4,REAL,train
364,eiriyukqqy.mp4,FAKE,train
365,eivxffliio.mp4,FAKE,train
366,eiwopxzjfn.mp4,FAKE,train
367,eixwxvxbbn.mp4,FAKE,train
368,ejkqesyvam.mp4,FAKE,train
369,ekcrtigpab.mp4,REAL,train
370,ekhacizpah.mp4,FAKE,train
371,ekkdjkirzq.mp4,FAKE,train
372,elginszwtk.mp4,FAKE,train
373,ellavthztb.mp4,REAL,train
374,elvvackpjh.mp4,FAKE,train
375,emaalmsonj.mp4,FAKE,train
376,emfbhytfhc.mp4,FAKE,train
377,emgjphonqb.mp4,FAKE,train
378,ensyyivobf.mp4,FAKE,train
379,eoewqcpbgt.mp4,FAKE,train
380,eprybmbpba.mp4,FAKE,train
381,epymyyiblu.mp4,FAKE,train
382,eqjscdagiv.mp4,FAKE,train
383,eqnoqyfquo.mp4,REAL,train
384,eqvuznuwsa.mp4,FAKE,train
385,erlvuvjsjf.mp4,REAL,train
386,erqgqacbqe.mp4,FAKE,train
387,errocgcham.mp4,FAKE,train
388,esckbnkkvb.mp4,FAKE,train
389,esgftaficx.mp4,FAKE,train
390,esnntzzajv.mp4,FAKE,train
391,esxrvsgpvb.mp4,FAKE,train
392,esyhwdfnxs.mp4,FAKE,train
393,esyrimvzsa.mp4,FAKE,train
394,etdcqxabww.mp4,FAKE,train
395,etejaapnxh.mp4,FAKE,train
396,etmcruaihe.mp4,FAKE,train
397,etohcvnzbj.mp4,FAKE,train
398,eudeqjhdfd.mp4,REAL,train
399,eukvucdetx.mp4,FAKE,train
